DrawNo,DrawDate,DrawnNo1,DrawnNo2, DrawnNo3, DrawnNo4, DrawnNo5, DrawnNo6,Jackpot
382913,20130130,07,19,22,32,37,44,1061784497
383013,20130202,06,15,22,42,46,50,1076113383
383113,20130203,17,21,27,34,37,47,1089842992
383213,20130205,13,27,33,34,35,47,1101767726
383313,20130206,06,16,22,42,44,46,1114934558
383413,20130209,07,10,20,37,38,53,1131949520
383513,20130210,01,05,10,45,50,55,1147769145
383613,20130212,03,10,20,24,25,38,1161684475
383713,20130213,01,02,31,36,43,49,1176241089
383813,20130216,09,12,21,25,30,35,1192538692
383913,20130217,05,17,19,24,26,43,1208204771
384013,20130219,09,22,26,32,33,50,1221447822
384113,20130220,12,22,26,31,38,45,1235713824
384213,20130223,09,26,29,41,48,55,1252050180
384313,20130224,13,18,22,28,33,51,1267630638
384413,20130227,01,02,09,27,41,43,1283340797
384513,20130302,01,06,12,13,19,39,1299147624
384613,20130303,14,30,31,39,48,54,1314135955
384713,20130305,01,06,08,13,19,51,1326707693
384813,20130306,02,13,17,18,24,33,1340349071
384913,20130309,13,23,27,29,32,40,1355666409
385013,20130310,01,03,09,38,46,48,1370131360
385113,20130313,07,11,26,33,37,47,1384926069
385213,20130316,08,12,19,38,50,55,1399893736
385313,20130317,03,15,16,29,30,35,1414370484
385413,20130320,04,10,14,19,32,33,1429064950
385513,20130323,03,21,22,23,37,44,1444000943
385613,20130324,19,30,34,36,46,51,1458215679
385713,20130326,09,15,20,35,40,41,1470245518
385813,20130327,03,05,29,34,40,53,1483439842
385913,20130330,07,14,20,33,37,45,1498567776
386013,20130331,06,15,23,35,40,47,1512965695
386113,20130402,12,35,39,42,43,50,1524610686
386213,20130403,01,04,07,16,19,32,1537690396
386313,20130406,12,23,27,32,54,55,1552693027
386413,20130407,07,20,25,37,42,45,1567286892
386513,20130410,07,21,31,32,34,44,1581516286
386613,20130413,28,33,37,46,47,54,1595026747
386713,20130414,11,24,31,43,44,48,1609707377
386813,20130417,10,35,37,38,50,52,1624206540
386913,20130420,02,08,24,35,36,44,1638138959
387013,20130421,03,05,12,21,40,45,1652547925
387113,20130424,03,05,15,25,32,36,1667023100
387213,20130427,11,30,31,47,48,49,1682240946
387313,20130428,02,27,31,44,48,51,1697014741
387413,20130430,02,12,33,39,50,55,1709432861
387513,20130501,07,13,27,46,54,55,1723626541
387613,20130504,17,22,37,38,44,55,1739475124
387713,20130505,01,06,12,42,43,47,1754474752
387813,20130507,01,18,22,23,27,42,1766103476
387913,20130508,03,14,21,41,48,54,1779643753
388013,20130511,08,09,19,28,43,46,1795276370
388113,20130512,04,05,20,47,48,51,1810726090
388213,20130515,04,09,25,34,35,44,1826129871
388313,20130518,04,08,16,47,49,52,1842194777
388413,20130519,30,35,41,47,50,51,1857651218
388513,20130522,13,17,30,44,47,51,1873430911
388613,20130525,02,16,32,46,52,54,1889988810
388713,20130526,05,09,26,32,49,53,1905376575
388813,20130528,06,08,21,31,32,45,1918434727
388913,20130529,05,11,19,23,38,40,1932649499
389013,20130601,15,42,45,46,51,54,1949155667
389113,20130602,08,10,15,20,35,54,1965480225
389213,20130605,06,20,22,25,39,43,1982356942
389313,20130608,06,11,20,26,37,47,2000264367
389413,20130609,06,13,22,26,43,53,2018084419
389513,20130612,01,33,38,48,49,54,2036280418
389613,20130615,23,28,29,30,31,37,2055025144
389713,20130616,04,08,10,17,24,52,2073024483
389813,20130619,01,06,07,26,42,55,2091180264
389913,20130622,03,10,17,27,38,42,2110072244
390013,20130623,09,22,33,34,47,49,2128070510
390113,20130625,01,18,20,28,38,45,2142965426
390213,20130626,05,07,11,16,19,20,2159307001
390313,20130629,02,04,14,23,30,36,2179744239
390413,20130630,03,15,26,48,50,54,2199200748
390513,20130702,02,19,29,32,35,39,2215185646
390613,20130703,03,11,19,27,39,48,2233174117
390713,20130706,05,15,35,36,37,42,2254517582
390813,20130707,04,06,10,24,40,55,2275494824
390913,20130710,05,22,29,43,44,47,2297272759
391013,20130713,11,20,39,41,42,43,2318043902
391113,20130714,02,08,17,24,44,49,2338316118
391213,20130717,06,15,17,31,43,46,2358571997
391313,20130720,06,07,13,21,30,34,2380050347
391413,20130721,10,19,24,28,51,53,2400604988
391513,20130724,12,15,33,46,47,55,2425972402
391613,20130727,12,24,25,33,45,51,2454053741
391713,20130728,02,14,15,19,47,50,2481827022
391813,20130731,05,15,16,18,21,32,2510390772
391913,20130803,24,28,35,36,42,43,2539984122
392013,20130804,22,25,34,35,37,46,2568292188
392113,20130807,05,09,10,12,32,35,2597968799
392213,20130810,11,16,19,25,26,46,2627048207
392313,20130811,09,22,23,30,35,37,2654865032
392413,20130813,04,15,17,24,40,54,2678312849
392513,20130814,02,14,22,31,34,39,2703829412
392613,20130817,07,15,23,33,41,49,2733474921
392713,20130818,05,09,12,16,50,51,2761350519
392813,20130821,04,19,22,25,33,46,2790238164
392913,20130824,01,24,36,48,52,53,2820337054
393013,20130825,06,15,22,32,39,49,2849212651
393113,20130827,12,19,29,46,52,53,2873118068
393213,20130828,06,29,34,35,37,54,2899556015
393313,20130831,09,23,26,29,40,46,2930204347
393413,20130901,04,05,14,15,39,53,2959421678
393513,20130903,07,27,33,47,48,52,2983640051
393613,20130904,07,13,17,19,35,49,3011159722
393713,20130907,09,20,31,39,40,43,3043314774
393813,20130908,09,10,36,38,41,51,3074855140
393913,20130911,15,16,24,33,34,35,3106784001
394013,20130914,04,08,09,21,29,35,3141315105
394113,20130915,03,10,14,34,39,49,0318597043
394213,20130918,06,07,11,24,49,50,0330547482
394313,20130921,06,08,11,18,23,49,0341134165
394413,20130922,18,22,45,46,50,55,0350904283
394513,20130925,06,20,38,45,46,49,0360452322
394613,20130928,06,11,44,47,48,49,0370145899
394713,20130929,05,21,27,35,46,49,0379320386
394813,20131001,03,06,25,30,35,50,0387067018
394913,20131002,03,34,35,43,49,52,0395414429
395013,20131005,02,35,37,38,41,50,0404760981
395113,20131006,24,39,45,46,47,55,0413818887
395213,20131009,22,28,30,33,34,41,0422978359
395313,20131012,01,04,10,17,46,53,0432216910
395413,20131013,14,24,29,32,37,45,0441091705
395513,20131016,05,10,20,27,34,54,0449987735
395613,20131019,12,21,36,37,54,55,0459010999
395713,20131020,07,10,23,25,35,50,0467645875
395813,20131023,02,03,15,17,29,45,0476357936
395913,20131026,01,12,25,38,47,50,0485307663
396013,20131027,13,22,23,43,49,54,0493731722
396113,20131029,10,29,40,44,45,50,0501063618
396213,20131030,03,07,15,31,38,42,0508982708
396313,20131102,06,10,14,18,38,54,0517991351
396413,20131103,31,41,45,46,49,52,0526589762
396513,20131105,01,16,23,32,33,46,0533971172
396613,20131106,04,12,17,21,27,41,0541802102
396713,20131109,02,11,33,35,48,50,0550652551
396813,20131110,16,23,45,46,49,55,0559222434
396913,20131113,14,18,40,47,50,51,0567916620
397013,20131116,03,04,16,17,18,21,0576658139
397113,20131117,19,26,32,33,39,47,0585129173
397213,20131120,04,05,12,33,38,39,0593554054
397313,20131123,05,07,10,23,37,55,0602381730
397413,20131124,12,30,40,49,51,55,0610793669
397513,20131126,05,07,20,32,36,52,0617924436
397613,20131127,01,04,14,15,27,53,0625740888
397713,20131130,04,10,16,40,48,50,0634552083
397813,20131201,10,26,32,39,45,55,0642972424
397913,20131203,12,21,29,30,35,47,0649903098
398013,20131204,03,04,22,25,47,54,0657557102
398113,20131207,06,13,28,31,32,33,0666221865
398213,20131208,02,05,08,09,17,37,0674688538
398313,20131211,15,17,31,45,46,54,0683568767
398413,20131214,16,17,28,39,47,54,0692512845
398513,20131215,02,06,12,22,39,55,0701075757
398613,20131218,16,38,39,40,46,48,0710029809
398713,20131221,05,11,20,45,46,47,0719509565
398813,20131222,03,15,16,20,23,47,0728624385
398913,20131225,07,15,21,39,43,48,0738422209
399013,20131228,15,26,40,41,46,54,0747860459
399113,20131229,06,07,13,21,32,40,0757171547
399213,20131231,13,20,22,24,43,48,0766172217
399314,20140101,06,13,21,22,42,53,0775602888
399414,20140104,11,21,24,29,31,37,0785639057
399514,20140105,08,23,32,35,38,46,0795530725
399614,20140107,01,03,08,17,20,44,0803514344
399714,20140108,27,35,36,39,43,48,0812762404
399814,20140111,03,14,19,26,35,48,0823230934
399914,20140112,08,25,29,36,38,39,0833448570
400014,20140115,03,07,25,33,50,53,0843943984
400114,20140118,27,33,40,42,51,55,0854852954
400214,20140119,12,15,29,31,42,51,0865374537
400314,20140122,17,19,21,25,37,47,0876290192
400414,20140125,16,17,25,28,50,54,0887794649
400514,20140126,03,13,18,20,40,55,0899065766
400614,20140128,12,30,32,34,42,49,0909171505
400714,20140129,10,22,28,33,37,48,0920759510
400814,20140201,04,06,32,42,49,51,0933670158
400914,20140202,09,18,21,23,36,44,0946096751
401014,20140204,14,17,24,34,41,54,0308819382
401114,20140205,19,20,42,44,51,53,0317456332
401214,20140208,08,14,17,23,37,48,0326318042
401314,20140209,18,19,25,28,31,55,0334647256
401414,20140211,04,07,16,28,33,41,0341333579
401514,20140212,07,18,27,31,52,54,0348796821
401614,20140215,04,12,16,30,38,50,0357035301
401714,20140216,04,23,31,38,51,55,0364889826
401814,20140219,03,07,12,21,46,51,0372743029
401914,20140222,17,22,26,33,36,40,0380916516
402014,20140223,04,15,22,45,48,55,0388842148
402114,20140225,02,03,27,39,43,45,0395305212
402214,20140226,23,33,36,40,42,52,0402286973
402314,20140301,06,16,23,41,53,54,0410250643
402414,20140302,05,12,14,20,30,45,0417789103
402514,20140304,02,05,20,21,47,54,0424057186
402614,20140305,06,21,22,29,33,39,0430909996
402714,20140308,15,16,25,35,46,51,0438533183
402814,20140309,03,04,35,38,45,53,0445855784
402914,20140312,01,09,14,18,43,47,0453152252
403014,20140315,03,06,09,14,41,45,0460778049
403114,20140316,06,13,25,31,39,40,0468071264
403214,20140319,06,10,14,29,45,47,0475396368
403314,20140322,05,06,22,26,45,46,0483026491
403414,20140323,03,08,10,26,31,48,0490346482
403514,20140325,14,17,41,45,46,53,0496469170
403614,20140326,04,05,08,21,37,46,0503159640
403714,20140329,02,05,17,20,29,41,0510716940
403814,20140330,04,15,21,26,54,55,0518036431
403914,20140402,03,14,16,17,21,41,0525535458
404014,20140405,03,05,10,30,42,55,0533306936
404114,20140406,01,05,07,09,31,54,0540735178
404214,20140408,01,05,11,23,33,50,0546979130
404314,20140409,19,26,27,43,46,49,0553782498
404414,20140412,25,29,34,39,41,51,0561138740
404514,20140413,01,03,06,12,33,44,0568327493
404614,20140416,15,29,33,34,46,55,0575561363
404714,20140419,07,09,11,12,23,52,0583093745
404814,20140420,07,09,16,32,45,48,0590319785
404914,20140423,10,18,20,29,40,41,0597560805
405014,20140426,17,19,30,34,43,50,0605085143
405114,20140427,08,21,25,40,42,43,0612435701
405214,20140429,05,06,15,16,23,26,0618668285
405314,20140430,03,19,31,37,39,55,0625397901
405414,20140503,12,15,18,25,44,48,0632893997
405514,20140504,17,18,37,43,53,55,0640225536
405614,20140506,04,18,27,28,29,30,0646392232
405714,20140507,05,12,29,39,40,55,0653185197
405814,20140510,14,19,21,27,48,55,0660707426
405914,20140511,06,18,23,32,49,52,0668124371
406014,20140514,01,09,14,20,46,48,0675423699
406114,20140517,01,02,05,24,30,38,0683094755
406214,20140518,01,02,14,22,24,49,0691079518
406314,20140521,07,13,14,23,36,40,0699567176
406414,20140524,13,16,29,31,49,52,0709268153
406514,20140525,10,28,30,35,38,50,0718660643
406614,20140528,08,16,17,28,35,54,0728472624
406714,20140531,01,24,26,44,50,55,0738645644
406814,20140601,22,28,31,33,41,45,0748141666
406914,20140603,17,18,33,39,45,52,0756311471
407014,20140604,08,10,15,23,24,26,0765121701
407114,20140607,03,10,13,26,37,38,0775257684
407214,20140608,07,13,16,45,50,54,0785022189
407314,20140611,19,25,44,47,52,55,0794843858
407414,20140614,09,13,14,17,21,35,0805121232
407514,20140615,13,14,29,37,48,49,0814956736
407614,20140618,07,12,17,39,47,54,0824859093
407714,20140621,09,10,29,38,53,55,0835048773
407814,20140622,05,16,23,25,35,52,0845018197
407914,20140624,13,30,34,35,42,53,0853290104
408014,20140625,02,14,22,24,25,42,0862492154
408114,20140628,01,04,13,21,24,31,0873213043
408214,20140629,23,26,35,44,51,55,0883286142
408314,20140702,08,21,27,42,46,54,0893768936
408414,20140705,02,23,24,33,42,54,0904960652
408514,20140706,10,15,30,42,52,53,0915931791
408614,20140709,11,13,23,32,42,47,0927328498
408714,20140712,14,30,32,42,51,52,0938985322
408814,20140713,07,16,17,23,33,36,0950035540
408914,20140716,19,20,21,22,24,32,0961351595
409014,20140719,06,08,14,15,39,52,0972951183
409114,20140720,02,03,06,13,39,49,0983863549
409214,20140723,11,26,33,36,41,48,0995370545
409314,20140726,01,03,07,17,33,47,1007340181
409414,20140727,29,31,40,41,47,52,1018834521
409514,20140730,04,15,25,30,32,54,1030532636
409614,20140802,07,22,30,33,43,46,1042659143
409714,20140803,05,08,10,27,30,38,1054469728
409814,20140805,02,08,16,18,22,39,1064462890
409914,20140806,04,05,09,10,36,41,1075573704
410014,20140809,03,05,16,28,33,36,1088109585
410114,20140810,16,25,29,36,46,53,1099935256
410214,20140813,02,12,17,24,47,49,1112104842
410314,20140816,36,39,40,42,44,47,1124644047
410414,20140817,02,06,08,11,21,44,1136675173
410514,20140820,02,09,11,13,27,42,1148772866
410614,20140823,11,13,25,38,44,55,1161275213
410714,20140824,14,16,26,27,37,51,1172984768
410814,20140826,01,13,16,18,21,51,1183026335
410914,20140827,10,15,20,27,29,55,1194089030
411014,20140830,13,17,19,38,39,55,1206615187
411114,20140831,11,28,34,39,47,53,1218714703
411214,20140902,03,29,30,32,35,55,1228473524
411314,20140903,16,34,35,40,46,54,1239492747
411414,20140906,01,17,41,44,50,52,1252193757
411514,20140907,25,26,29,31,34,36,1264309289
411614,20140910,01,12,32,41,46,51,1277094848
411714,20140913,10,24,34,37,47,51,1290060336
411814,20140914,03,04,27,36,45,50,1302592749
411914,20140917,16,27,31,41,48,54,1315505935
412014,20140920,02,10,35,47,50,51,1328562729
412114,20140921,09,13,17,22,28,47,1341320975
412214,20140924,05,12,31,40,49,52,1354035427
412314,20140927,07,09,31,35,47,51,1367330566
412414,20140928,01,15,16,20,42,47,1380107688
412514,20140930,14,28,36,51,52,55,1390922385
412614,20141001,02,03,26,31,33,54,1402739297
412714,20141004,01,08,09,23,25,55,1416019385
412814,20141005,02,12,16,19,22,31,1428713424
412914,20141007,01,19,32,35,36,37,1438988367
413014,20141008,02,14,23,28,29,30,1450694991
413114,20141011,04,07,34,45,52,53,1463911337
413214,20141012,14,20,31,34,46,53,1476436493
413314,20141015,09,11,34,40,44,48,1489242715
413414,20141018,14,17,32,37,43,48,1502582470
413514,20141019,11,19,21,22,24,50,1515571804
413614,20141022,01,07,24,30,44,53,1529361473
413714,20141025,02,28,32,38,50,55,1543048432
413814,20141026,22,28,29,44,51,52,1555951894
413914,20141028,01,09,20,22,31,45,1567046585
414014,20141029,05,06,09,27,37,45,1579288172
414114,20141101,03,18,39,40,42,46,1593274537
414214,20141102,07,29,33,42,49,53,1607141247
414314,20141104,08,09,13,35,43,55,1618450188
414414,20141105,09,10,14,18,26,53,1631120524
414514,20141108,12,24,27,37,44,53,1645293683
414614,20141109,17,27,34,36,41,47,1659121140
414714,20141112,03,06,29,35,36,50,1673240924
414814,20141115,01,09,14,38,49,52,1687654037
414914,20141116,10,29,32,33,50,55,1701782723
415014,20141119,02,10,12,18,19,39,1716209278
415114,20141122,02,08,25,26,30,32,1730440424
415214,20141123,08,13,21,27,28,48,1744021063
415314,20141125,01,08,10,20,42,50,1755753427
415414,20141126,06,16,26,33,34,36,1768901205
415514,20141129,07,12,19,39,46,48,1783744391
415614,20141130,14,21,28,29,31,55,1798441895
415714,20141202,20,22,38,43,50,52,1810415106
415814,20141203,17,21,28,35,41,54,1823964892
415914,20141206,03,28,30,35,42,45,1839030514
416014,20141207,14,30,33,37,41,44,1485468568
416114,20141210,23,27,37,41,46,51,1500004304
416214,20141213,28,36,44,45,51,54,1514637744
416314,20141214,08,09,12,38,46,55,1528724996
416414,20141217,18,32,33,40,44,54,1542957035
416514,20141220,03,19,44,45,51,55,1557840368
416614,20141221,17,19,25,28,49,53,1571697247
416714,20141224,02,13,20,42,49,53,1586603996
416814,20141227,11,27,34,39,48,53,1601537057
416914,20141228,05,08,20,21,25,39,1615733311
417014,20141230,05,14,15,21,25,29,1628296040
417114,20141231,01,05,10,17,31,46,1643086995
417215,20150103,04,17,34,35,36,39,1658255863
417315,20150104,03,05,24,26,39,46,1672886990
417415,20150106,02,39,40,46,53,54,1684618414
417515,20150107,09,10,19,27,32,45,1697717536
417615,20150110,04,12,25,26,48,53,1712484789
417715,20150111,01,15,24,27,28,49,1726692876
417815,20150114,12,29,33,36,42,53,1741220282
417915,20150117,02,11,15,16,22,23,1756090173
418015,20150118,03,08,16,30,48,54,1770359428
418115,20150121,09,21,22,26,47,52,1785214161
418215,20150124,02,07,16,25,39,43,1800626022
418315,20150125,05,11,32,35,43,48,1815359991
418415,20150127,15,17,23,39,41,49,1830763629
418515,20150128,02,07,12,32,33,52,1848230507
418615,20150131,09,15,16,25,32,51,1869417816
418715,20150201,14,19,30,32,46,53,1890176733
418815,20150203,06,12,20,31,39,45,1907711179
418915,20150204,18,25,29,38,42,55,1926504954
419015,20150207,02,36,37,40,49,50,1893499163
419115,20150208,18,31,43,46,51,54,1914987201
419215,20150211,04,09,10,16,20,49,1936760810
419315,20150214,08,17,40,42,44,55,1959938036
419415,20150215,06,11,19,22,24,46,1982690873
419515,20150217,07,24,33,34,41,50,2003343755
419615,20150218,06,12,31,34,36,39,2028421415
419715,20150221,03,07,10,12,22,39,2053069968
419815,20150222,02,18,22,31,41,44,2078068191
419915,20150224,07,11,14,26,39,50,2099375727
420015,20150225,19,22,34,35,36,53,2122605148
420115,20150228,02,22,38,44,48,51,2051927846
420215,20150301,05,08,27,33,39,50,2076388497
420315,20150303,01,13,19,39,40,44,2096520824
420415,20150304,12,14,20,29,46,52,2118457346
420515,20150307,02,07,10,14,15,52,2143167889
420615,20150308,04,16,33,37,44,52,2167451220
420715,20150311,04,12,38,40,45,47,2192120436
420815,20150314,01,08,17,21,28,53,2217186406
420915,20150315,28,30,33,36,44,47,2241354514
421015,20150318,05,22,39,42,52,55,2265528664
421115,20150321,14,30,38,42,44,53,2288671069
421215,20150322,01,24,27,39,45,52,2310880971
421315,20150325,08,11,22,25,28,50,2333349381
421415,20150328,05,12,33,44,46,53,2356600395
421515,20150329,10,11,13,31,43,50,2378967561
421615,20150331,03,14,19,26,28,55,2397653657
421715,20150401,13,27,28,29,36,44,2418454830
421815,20150404,03,16,22,25,37,51,2442491593
421915,20150405,12,13,25,27,33,39,2465393401
422015,20150407,05,08,23,29,45,53,2483830927
422115,20150408,17,22,24,26,33,55,2505304951
422215,20150411,02,08,12,20,23,51,2529376141
422315,20150412,05,07,14,24,29,54,2552645673
422415,20150415,01,10,22,24,27,52,2576548981
422515,20150418,02,10,17,22,38,41,2600916789
422615,20150419,01,03,16,18,46,50,2624719389
422715,20150422,08,28,42,44,49,54,2523830200
422815,20150425,03,18,25,30,41,52,2548756602
422915,20150426,08,14,18,37,45,51,2573461246
423015,20150428,06,10,20,24,29,54,0311269437
423115,20150429,01,29,39,40,47,48,0321846825
423215,20150502,03,24,31,34,54,55,0332160700
423315,20150503,11,14,20,23,49,50,0341672989
423415,20150505,12,21,30,43,44,52,0349148600
423515,20150506,14,16,27,37,40,48,0357601831
423615,20150509,11,18,24,30,37,51,0350548822
423715,20150510,09,18,30,32,45,48,0343592751
423815,20150513,06,09,15,18,29,33,0352483705
423915,20150516,06,14,37,44,50,52,0361593735
424015,20150517,08,24,32,35,43,50,0370463918
424115,20150520,09,10,17,21,29,54,0379105086
424215,20150523,01,11,20,23,25,44,0388069077
424315,20150524,19,23,26,40,42,50,0396645395
424415,20150526,12,17,30,39,51,55,0403680888
424515,20150527,02,03,15,16,24,44,0411510388
424615,20150530,07,16,38,46,51,53,0420452035
424715,20150531,01,08,10,16,24,28,0428979340
424815,20150602,15,28,35,36,37,38,0435942689
424915,20150603,08,09,11,19,53,54,0443899138
425015,20150606,06,14,26,42,50,55,0452790199
425115,20150607,22,28,29,32,44,50,0461287045
425215,20150610,02,28,35,37,47,51,0469902867
425315,20150613,02,12,34,39,51,53,0478707842
425415,20150614,13,20,25,37,49,52,0487264640
425515,20150617,11,30,32,47,53,54,0495776429
425615,20150620,15,18,36,41,47,53,0504541185
425715,20150621,09,20,27,40,41,44,0513128371
425815,20150624,09,10,37,45,53,54,0521710588
425915,20150627,09,36,39,41,43,52,0530696815
426015,20150628,05,24,42,51,54,55,0539396399
426115,20150701,01,02,16,32,47,53,0548219285
426215,20150704,15,21,22,44,45,53,0557290955
426315,20150705,01,27,29,32,46,51,0566123028
426415,20150708,02,04,23,27,28,36,0574862688
426515,20150711,04,35,37,47,52,55,0583799008
426615,20150712,17,29,32,37,42,48,0592406250
426715,20150715,02,15,23,28,31,33,0601214013
426815,20150718,15,20,21,28,35,42,0610136927
426915,20150719,11,15,25,28,34,38,0618721718
427015,20150722,01,18,24,27,36,38,0627698472
427115,20150725,05,24,27,34,47,49,0636867203
427215,20150726,07,34,38,41,46,55,0645760909
427315,20150728,13,15,21,29,53,54,0653105818
427415,20150729,01,06,11,17,28,32,0661167443
427515,20150801,27,32,34,37,41,42,0670097543
427615,20150802,17,22,25,33,39,42,0678854970
427715,20150804,19,24,25,29,42,44,0685929395
427815,20150805,12,25,34,37,43,54,0694114822
427915,20150808,07,10,11,18,43,47,0703153816
428015,20150809,22,28,40,42,45,49,0711916785
428115,20150812,13,19,24,30,46,47,0720723619
428215,20150815,03,06,09,14,16,45,0729663979
428315,20150816,02,07,10,12,26,31,0738438280
428415,20150819,13,21,32,33,49,53,0747478490
428515,20150822,05,08,20,36,47,55,0756796442
428615,20150823,24,27,33,42,46,50,0765852132
428715,20150826,25,26,27,28,31,50,0774965415
428815,20150829,05,09,15,28,36,39,0784334775
428915,20150830,04,16,21,28,42,45,0793233629
429015,20150901,03,17,23,34,42,45,0800729618
429115,20150902,08,11,14,37,42,54,0809160827
429215,20150905,10,13,20,21,22,33,0818360661
429315,20150906,21,36,37,40,52,53,0827535970
429415,20150909,08,10,19,35,39,49,0836576216
429515,20150912,04,11,12,23,41,44,0845809869
429615,20150913,05,12,13,21,27,42,0854822516
429715,20150916,05,32,33,39,40,41,0864109329
429815,20150919,19,23,25,36,41,48,0873270016
429915,20150920,09,18,32,45,54,55,0882093045
430015,20150923,07,15,24,25,35,43,0891094716
430115,20150926,08,09,16,20,29,40,0900434404
430215,20150927,12,18,20,33,38,39,0909465605
430315,20150929,08,09,14,30,46,55,0917110886
430415,20150930,01,02,27,36,41,52,0925685202
430515,20151003,07,14,21,32,37,43,0935154877
430615,20151004,01,31,32,33,40,41,0944421813
430715,20151006,09,29,43,46,52,55,0951809157
430815,20151007,13,22,42,51,52,54,0960383187
430915,20151010,18,23,24,26,29,33,0969937160
431015,20151011,06,13,26,35,40,43,0979293150
431115,20151014,10,30,37,38,42,46,0988822456
431215,20151017,03,11,15,41,44,50,0998334745
431315,20151018,03,07,20,21,39,44,1007673968
431415,20151021,01,21,25,30,38,44,1017296367
431515,20151024,01,17,28,34,48,49,1027062516
431615,20151025,09,18,20,26,33,49,1036559897
431715,20151027,23,26,28,44,50,52,1044569828
431815,20151028,01,19,34,36,42,54,1053453703
431915,20151031,02,19,27,37,40,52,1063586862
432015,20151101,02,09,24,35,37,42,1073576878
432115,20151103,13,19,31,41,46,48,1081704605
432215,20151104,12,20,22,24,39,47,1090785069
432315,20151107,06,21,36,39,51,54,1101007245
432415,20151108,09,10,27,28,35,45,1110922007
432515,20151111,10,17,27,31,35,51,1120984202
432615,20151114,04,09,18,29,40,51,1131379659
432715,20151115,08,16,20,25,30,52,1141302644
432815,20151118,07,15,17,31,33,50,1151446599
432915,20151121,04,06,12,13,32,40,1161761761
433015,20151122,02,09,10,18,30,44,1171752063
433115,20151124,05,17,18,32,33,44,1179922261
433215,20151125,01,03,05,24,40,45,1189011770
433315,20151128,02,10,19,22,49,54,1199217323
433415,20151129,04,08,15,20,23,45,1209204372
433515,20151201,01,20,22,23,26,33,1217502519
433615,20151202,06,07,15,22,53,54,1226828908
433715,20151205,02,20,25,28,35,46,1237147288
433815,20151206,11,23,36,39,47,53,1247159540
433915,20151209,01,12,15,23,39,49,1257253874
434015,20151212,29,30,31,43,48,55,1210507079
434115,20151213,01,14,25,28,47,48,1220495522
434215,20151216,09,11,43,44,46,47,1230776257
434315,20151219,07,09,14,22,27,37,1241367516
434415,20151220,20,27,30,34,50,55,1252646677
434515,20151223,17,37,38,47,48,52,1264858484
434615,20151226,07,14,21,31,42,49,1277287508
434715,20151227,09,30,35,36,51,55,1289390635
434815,20151229,01,13,24,27,38,40,1300254059
434915,20151230,11,15,18,33,39,49,1312370020
435016,20160102,19,32,41,42,45,50,1325848628
435116,20160103,04,06,11,24,46,55,1338761314
435216,20160105,13,16,17,20,36,53,1349192270
435316,20160106,08,12,14,30,35,48,1360723039
435416,20160109,02,03,20,44,47,53,1373719415
435516,20160110,07,13,27,32,35,38,1386804594
435616,20160113,17,25,28,30,37,46,1400136556
435716,20160116,09,27,43,46,49,52,1414308071
435816,20160117,04,30,32,38,39,49,1428378699
435916,20160120,04,08,19,25,35,46,1442568375
436016,20160123,05,06,11,13,18,55,1457077227
436116,20160124,13,21,36,40,42,51,1471224110
436216,20160126,04,05,06,33,34,49,1482764389
436316,20160127,04,07,09,10,24,55,1495675716
436416,20160130,04,05,19,48,49,53,1510417157
436516,20160131,09,11,24,26,38,43,1525080949
436616,20160203,02,21,26,30,44,50,1540108676
436716,20160206,02,19,26,31,33,45,1557110518
436816,20160207,03,19,25,34,40,44,1574395750
436916,20160209,07,23,30,34,40,44,1588546244
437016,20160210,14,20,26,31,37,47,1603679362
437116,20160213,06,23,24,39,47,52,1620222389
437216,20160214,18,29,31,41,54,55,1636164565
437316,20160216,10,20,31,35,52,54,1648608211
437416,20160217,12,15,18,36,40,53,1662310114
437516,20160220,28,38,40,44,47,55,1678035431
437616,20160221,12,16,21,32,46,53,1693264824
437716,20160223,06,14,16,42,48,54,1705183624
437816,20160224,05,20,22,24,38,51,1718607070
437916,20160227,06,11,17,24,31,49,1733524973
438016,20160228,29,36,42,47,50,52,1748140360
438116,20160301,22,28,34,38,46,51,1760062949
438216,20160302,05,09,23,27,37,50,1773194854
438316,20160305,08,11,13,33,34,55,1788547620
438416,20160306,10,11,21,34,43,51,1722366969
438516,20160309,03,26,34,43,45,46,1737097506
438616,20160312,17,19,40,44,45,55,1752451309
438716,20160313,18,30,34,39,47,53,1767537595
438816,20160316,05,08,16,20,26,54,1782391291
438916,20160319,12,13,17,39,42,50,1797848554
439016,20160320,03,12,32,47,49,52,1813113518
439116,20160323,09,24,38,39,45,50,1828539750
439216,20160326,02,09,15,23,29,34,1844432806
439316,20160327,04,11,17,41,47,49,1859955134
439416,20160329,03,21,22,24,27,47,1872688784
439516,20160330,02,09,28,33,34,35,1886774820
439616,20160402,03,08,15,23,37,52,1902852525
439716,20160403,17,20,28,30,48,51,1918834205
439816,20160405,01,10,15,16,43,53,1931680360
439916,20160406,21,23,28,29,36,39,1946450258
440016,20160409,17,24,25,39,41,54,1962846459
440116,20160410,12,22,27,42,46,47,1979047966
440216,20160413,01,22,25,33,45,55,1994825406
440316,20160416,10,20,23,29,40,45,2011481510
440416,20160417,18,25,37,42,54,55,2027990538
440516,20160420,21,23,24,47,50,52,2044305301
440616,20160423,07,24,26,44,53,55,2061523431
440716,20160424,04,17,20,43,45,55,2078198697
440816,20160426,03,13,25,42,50,54,2091643343
